lastName,firstName,UID,state,party,district
Abdnor,James,A000009,South Dakota,Republican,
Fingerhut,Eric,F000128,Ohio,Democratic,19
Findley,Paul,F000123,Illinois,Republican,20
Fields,Jack,F000111,Texas,Republican,8
Fiedler,Bobbi,F000102,California,Republican,21
Ferraro,Geraldine,F000088,New York,Democratic,9
Fenwick,Millicent,F000078,New Jersey,Republican,5
Feighan,Edward,F000059,Ohio,Democratic,19
Fazio,Vic,F000053,California,Democratic,3
Fawell,Harris,F000049,Illinois,Republican,13
Fauntroy,Walter,F000046,District of Columbia,Democratic,
Fattah,Chaka,F000043,Pennsylvania,Democratic,2
Fascell,Dante,F000041,Florida,Democratic,19
Fary,John,F000040,Illinois,Democratic,5
Farr,Sam,F000030,California,Democratic,20
Faleomavaega,Eni,F000010,American Samoa,Democratic,
Ewing,Thomas,E000282,Illinois,Republican,15
Evins,Joe,E000273,Tennessee,Democratic,4
Evans,Thomas,E000258,Delaware,Republican,
Evans,Melvin,E000254,Virgin Islands,Republican,
Evans,Lane,E000250,Illinois,Democratic,17
Evans,Frank,E000240,Colorado,Democratic,3
Evans,David,E000239,Indiana,Democratic,6
Evans,Cooper,E000259,Iowa,Republican,3
Evans,Billy,E000233,Georgia,Democratic,8
Espy,Mike,E000218,Mississippi,Democratic,2
Eshleman,Edwin,E000214,Pennsylvania,Republican,16
Esch,Marvin,E000213,Michigan,Republican,2
Ertel,Allen,E000208,Pennsylvania,Democratic,17
Erlenborn,John,E000204,Illinois,Republican,13
Erdreich,Ben,E000201,Alabama,Democratic,6
Ensign,John,E000194,Nevada,Republican,
English,Phil,E000187,Pennsylvania,Republican,3
English,Karan,E000186,Arizona,Democratic,6
English,Glenn,E000184,Oklahoma,Democratic,6
Emery,David,E000175,Maine,Republican,1
Emerson,Bill,E000174,Missouri,Republican,8
Eilberg,Joshua,E000096,Pennsylvania,Democratic,4
Ehrlich,Robert,E000093,Maryland,Republican,2
Ehlers,Vernon,E000092,Michigan,Republican,3
Edwards,Mickey,E000077,Oklahoma,Republican,5
Edwards,Jack,E000084,Alabama,Republican,1
Edwards,Don,E000064,California,Democratic,16
Edwards,Chet,E000063,Texas,Democratic,17
Edgar,Robert,E000043,Pennsylvania,Democratic,7
Eckhardt,Bob,E000035,Texas,Democratic,8
Eckert,Fred,E000033,New York,Republican,30
Eckart,Dennis,E000031,Ohio,Democratic,11
Early,Joseph,E000013,Massachusetts,Democratic,3
Dyson,Roy,D000593,Maryland,Democratic,1
Dymally,Mervyn,D000592,California,Democratic,31
Dwyer,Bernard,D000586,New Jersey,Democratic,6
Dunn,Jim,D000548,Michigan,Republican,6
Dunn,Jennifer,D000549,Washington,Republican,8
Duncan,Robert,D000537,Oregon,Democratic,3
Duncan,John,D000533,Tennessee,Republican,2
Duncan,John,D000534,Tennessee,Republican,2
Dulski,Thaddeus,D000523,New York,Democratic,37
du Pont,Pierre,D000558,Delaware,Republican,
Drinan,Robert,D000499,Massachusetts,Democratic,4
Dreier,David,D000492,California,Republican,26
Downing,Thomas,D000474,Virginia,Democratic,1
Downey,Thomas,D000471,New York,Democratic,2
Dowdy,Wayne,D000466,Mississippi,Democratic,4
Douglas,Chuck,D000451,New Hampshire,Republican,2
Dougherty,Charles,D000446,Pennsylvania,Republican,4
Dornan,Robert,D000435,California,Republican,46
Dorn,William,D000434,South Carolina,Democratic,3
Dorgan,Byron,D000432,North Dakota,Democratic,
Doolittle,John,D000429,California,Republican,4
Dooley,Calvin,D000424,California,Democratic,20
Donohue,Harold,D000419,Massachusetts,Democratic,3
Dodd,Christopher,D000388,Connecticut,Democratic,
Dixon,Julian,D000373,California,Democratic,32
DioGuardi,Joseph,D000359,New York,Republican,20
Dingell,John,D000355,Michigan,Democratic,12
Diggs,Charles,D000344,Michigan,Democratic,13
Dicks,Norman,D000327,Washington,Democratic,6
Dickinson,William,D000326,Alabama,Republican,2
Dickey,Jay,D000312,Arkansas,Republican,4
Devine,Samuel,D000279,Ohio,Republican,12
Deutsch,Peter,D000275,Florida,Democratic,20
Derwinski,Edward,D000269,Illinois,Republican,4
Derrick,Butler,D000267,South Carolina,Democratic,3
Dent,John,D000255,Pennsylvania,Democratic,21
Dennis,David,D000241,Indiana,Republican,10
Denholm,Frank,D000234,South Dakota,Democratic,1
DeNardis,Lawrence,D000231,Connecticut,Republican,3
Dellums,Ronald,D000222,California,Democratic,9
Dellenback,John,D000220,Oregon,Republican,4
Delaney,James,D000211,New York,Democratic,9
Deckard,Joel,D000183,Indiana,Republican,8
Deal,Nathan,D000168,Georgia,Republican,9
de la Garza,E.,D000203,Texas,Democratic,15
de Lugo,Ron,D000209,Virgin Islands,Democratic,
Davis,Tom,D000136,Virginia,Republican,11
Davis,Robert,D000131,Michigan,Republican,11
Davis,Mendel,D000125,South Carolina,Democratic,1
Davis,John,D000122,Georgia,Democratic,7
Davis,Jack,D000106,Illinois,Republican,4
Davis,Glenn,D000102,Wisconsin,Republican,9
Daub,Hal,D000065,Nebraska,Republican,2
Darden,George,D000051,Georgia,Democratic,7
Danner,Pat,D000046,Missouri,Democratic,6
Dannemeyer,William,D000044,California,Republican,39
Danielson,George,D000043,California,Democratic,30
Daniels,Dominick,D000041,New Jersey,Democratic,14
Daniel,W.,D000038,Virginia,Democratic,5
Daniel,Robert,D000037,Virginia,Republican,4
D'Amours,Norman,D000017,New Hampshire,Democratic,1
Cunningham,John,C000992,Washington,Republican,7
Cummings,Elijah,C000984,Maryland,Democratic,7
Culver,John,C000979,Iowa,Democratic,
Cubin,Barbara,C000962,Wyoming,Republican,
Cronin,Paul,C000925,Massachusetts,Republican,5
Crockett,George,C000919,Michigan,Democratic,13
Cremeans,Frank,C000903,Ohio,Republican,6
Crane,Philip,C000873,Illinois,Republican,8
Crane,Daniel,C000871,Illinois,Republican,19
Long,Gillis,L000417,Louisiana,Democratic,8
Long,Clarence,L000413,Maryland,Democratic,2
Long,Cathy,L000411,Louisiana,Democratic,8
Loeffler,Tom,L000396,Texas,Republican,21
LoBiondo,Frank,L000554,New Jersey,Republican,2
Lloyd,Marilyn,L000381,Tennessee,Democratic,3
Lloyd,James,L000379,California,Democratic,35
Livingston,Bob,L000371,Louisiana,Republican,1
Litton,Jerry,L000360,Missouri,Democratic,6
Lipinski,William,L000342,Illinois,Democratic,3
Linder,John,L000321,Georgia,Republican,7
Lightfoot,Jim,L000305,Iowa,Republican,3
Lewis,Thomas,L000295,Florida,Republican,16
Lewis,Ron,L000293,Kentucky,Republican,2
Lewis,John,L000287,Georgia,Democratic,5
Lewis,Jerry,L000274,California,Republican,41
Levy,David,L000267,New York,Republican,4
Levine,Mel,L000264,California,Democratic,27
Levin,Sander,L000263,Michigan,Democratic,9
Lent,Norman,L000243,New York,Republican,4
Leland,Mickey,L000237,Texas,Democratic,18
Lehman,William,L000226,Florida,Democratic,17
Lehman,Richard,L000225,California,Democratic,19
Leggett,Robert,L000221,California,Democratic,4
LeFante,Joseph,L000561,New Jersey,Democratic,14
Lee,Gary,L000192,New York,Republican,33
Lederer,Raymond,L000187,Pennsylvania,Democratic,3
LeBoutillier,John,L000547,New York,Republican,6
Leath,Marvin,L000180,Texas,Democratic,11
Leach,Claude,L000167,Louisiana,Democratic,4
Lazio,Rick,L000155,New York,Republican,2
Laughlin,Greg,L000119,Texas,Republican,14
Latta,Delbert,L000116,Ohio,Republican,5
LaTourette,Steven,L000553,Ohio,Republican,14
Latham,Tom,L000111,Iowa,Republican,3
LaRocco,Larry,L000098,Idaho,Democratic,1
Largent,Steve,L000096,Oklahoma,Republican,1
Lantos,Tom,L000090,California,Democratic,12
Landrum,Phil,L000054,Georgia,Democratic,9
Landgrebe,Earl,L000049,Indiana,Republican,2
Lancaster,H.,L000045,North Carolina,Democratic,3
LaHood,Ray,L000552,Illinois,Republican,18
Lagomarsino,Robert,L000020,California,Republican,19
Kyros,Peter,K000356,Maine,Democratic,1
Kyl,Jon,K000352,Arizona,Republican,
Kuykendall,Dan,K000348,Tennessee,Republican,8
Kreidler,Mike,K000328,Washington,Democratic,9
Krebs,John,K000325,California,Democratic,17
Kramer,Ken,K000322,Colorado,Republican,5
Kostmayer,Peter,K000319,Pennsylvania,Democratic,8
Kopetski,Mike,K000312,Oregon,Democratic,5
Konnyu,Ernest,K000309,California,Republican,12
Kolter,Joseph,K000307,Pennsylvania,Democratic,4
Kogovsek,Ray,K000304,Colorado,Democratic,3
Koch,Edward,K000302,New York,Democratic,18
Knollenberg,Joe,K000288,Michigan,Republican,9
Klug,Scott,K000274,Wisconsin,Republican,2
Kluczynski,John,K000273,Illinois,Democratic,5
Klink,Ron,K000270,Pennsylvania,Democratic,4
Kleczka,Gerald,K000259,Wisconsin,Democratic,4
Kingston,Jack,K000220,Georgia,Republican,1
King,Peter,K000210,New York,Republican,2
King,Carleton,K000195,New York,Republican,29
Kindness,Thomas,K000190,Ohio,Republican,8
Kim,Jay,K000181,California,Republican,41
Kildee,Dale,K000172,Michigan,Democratic,5
Ketchum,William,K000153,California,Republican,18
Kennelly,Barbara,K000118,Connecticut,Democratic,1
Kennedy,Patrick,K000113,Rhode Island,Democratic,1
Kennedy,Joseph,K000110,Massachusetts,Democratic,8
Kemp,Jack,K000086,New York,Republican,31
Kelly,Sue,K000078,New York,Republican,19
Kelly,Richard,K000077,Florida,Republican,5
Keating,William,K000037,Ohio,Republican,1
Kazen,"Abraham,",K000025,Texas,Democratic,23
Kastenmeier,Robert,K000020,Wisconsin,Democratic,2
Kasten,Robert,K000019,Wisconsin,Republican,
Kasich,John,K000016,Ohio,Republican,12
Karth,Joseph,K000014,Minnesota,Democratic,4
Kanjorski,Paul,K000008,Pennsylvania,Democratic,11
Jordan,Barbara,J000266,Texas,Democratic,18
Jontz,Jim,J000265,Indiana,Democratic,5
Jones,Walter,J000255,North Carolina,Republican,3
Jones,Walter,J000256,North Carolina,Democratic,1
Jones,Robert,J000248,Alabama,Democratic,5
Jones,James,J000232,Oklahoma,Democratic,1
Jones,Ed,J000216,Tennessee,Democratic,8
Jones,Ben,J000211,Georgia,Democratic,4
Johnston,Harry,J000187,Florida,Democratic,19
Johnston,Eugene,J000200,North Carolina,Republican,6
Johnson,Sam,J000174,Texas,Republican,3
Johnson,Nancy,J000163,Connecticut,Republican,5
Johnson,Harold,J000135,California,Democratic,1
Johnson,Don,J000120,Georgia,Democratic,10
Johnson,Albert,J000115,Pennsylvania,Republican,23
Jenkins,Edgar,J000083,Georgia,Democratic,9
Jeffries,Jim,J000074,Kansas,Republican,2
Jeffords,James,J000072,Vermont,Independent,
Jefferson,William,J000070,Louisiana,Democratic,2
Jarman,John,J000057,Oklahoma,Democratic,5
James,Craig,J000047,Florida,Republican,4
Jacobs,"Andrew,",J000033,Indiana,Democratic,10
Jackson,Jesse,J000283,Illinois,Democratic,2
Istook,Ernest,I000047,Oklahoma,Republican,5
Inslee,Jay,I000026,Washington,Democratic,1
Inglis,Bob,I000023,South Carolina,Republican,4
Ichord,Richard,I000001,Missouri,Democratic,8
Hyde,Henry,H001022,Illinois,Republican,6
Hutto,Earl,H001018,Florida,Democratic,1
Hutchinson,Tim,H001015,Arkansas,Republican,
Hutchinson,Edward,H001011,Michigan,Republican,4
Hunter,Duncan,H000981,California,Republican,52
Hunt,John,H000972,New Jersey,Republican,1
Hungate,William,H000965,Missouri,Democratic,9
Hughes,William,H000930,New Jersey,Democratic,2
Huffington,Michael,H000912,California,Republican,22
Hudnut,William,H000906,Indiana,Republican,11
Huckaby,Thomas,H000901,Louisiana,Democratic,5
Huber,Robert,H000897,Michigan,Republican,18
Howe,Allan,H000851,Utah,Democratic,2
Howard,James,H000840,New Jersey,Democratic,3
Houghton,Amo,H000814,New York,Republican,29
Hostettler,John,H000807,Indiana,Republican,8
Hosmer,Craig,H000802,California,Republican,32
Horton,Frank,H000797,New York,Republican,29
Horn,Stephen,H000789,California,Republican,38
Horn,Joan,H000788,Missouri,Democratic,2
Hopkins,Larry,H000776,Kentucky,Republican,6
Holtzman,Elizabeth,H000752,New York,Democratic,16
Holt,Marjorie,H000747,Maryland,Republican,4
Holloway,Clyde,H000729,Louisiana,Republican,8
Hollenbeck,Harold,H000722,New Jersey,Republican,9
Holland,Kenneth,H000719,South Carolina,Democratic,5
Holifield,Chet,H000713,California,Democratic,19
Holden,Tim,H000712,Pennsylvania,Democratic,17
Hoke,Martin,H000707,Ohio,Republican,10
Hogan,Lawrence,H000692,Maryland,Republican,5
Hoekstra,Peter,H000676,Michigan,Republican,2
Hochbrueckner,George,H000670,New York,Democratic,1
Hoagland,Peter,H000652,Nebraska,Democratic,2
Hinson,Jon,H000641,Mississippi,Republican,4
Hinshaw,Andrew,H000638,California,Republican,40
Hinchey,Maurice,H000627,New York,Democratic,22
Hilliard,Earl,H000621,Alabama,Democratic,7
Hilleary,Van,H000615,Tennessee,Republican,4
Hiler,John,H000586,Indiana,Republican,3
Hightower,Jack,H000582,Texas,Democratic,13
Hicks,Floyd,H000563,Washington,Democratic,6
Hertel,Dennis,H000547,Michigan,Democratic,14
Herger,Wally,H000528,California,Republican,2
Henry,Paul,H000514,Michigan,Republican,3
Hendon,Bill,H000490,North Carolina,Republican,11
Henderson,David,H000479,North Carolina,Democratic,3
Helstoski,Henry,H000465,New Jersey,Democratic,9
Heinz,John,H000456,Pennsylvania,Republican,
Heineman,Frederick,H000452,North Carolina,Republican,4
Heftel,Cecil,H000449,Hawaii,Democratic,1
Hefner,W.,H000448,North Carolina,Democratic,8
Hefley,Joel,H000444,Colorado,Republican,5
Heckler,Margaret,H000440,Massachusetts,Republican,10
Hechler,Ken,H000438,West Virginia,Democratic,4
Hebert,F.,H000437,Louisiana,Democratic,1
Hayworth,J.,H000413,Arizona,Republican,5
Hays,Wayne,H000408,Ohio,Democratic,18
Hayes,James,H000390,Louisiana,Republican,7
Hayes,Charles,H000388,Illinois,Democratic,1
Hawkins,Augustus,H000367,California,Democratic,29
Hatcher,Charles,H000340,Georgia,Democratic,2
Hastings,James,H000327,New York,Republican,39
Hastings,Doc,H000329,Washington,Republican,4
Hastert,J.,H000323,Illinois,Republican,14
Harvey,James,H000306,Michigan,Republican,8
Hartnett,Thomas,H000302,South Carolina,Republican,1
Harsha,William,H000281,Ohio,Republican,6
Harrison,Frank,H000269,Pennsylvania,Democratic,11
Harris,Herbert,H000241,Virginia,Democratic,8
Harris,Claude,H000236,Alabama,Democratic,7
Harrington,Michael,H000230,Massachusetts,Democratic,6
Harkin,Tom,H000206,Iowa,Democratic,
Hansen,Orval,H000175,Idaho,Republican,2
Hansen,Julia,H000174,Washington,Democratic,3
Hansen,James,H000172,Utah,Republican,1
Hansen,George,H000171,Idaho,Republican,2
Hanrahan,Robert,H000168,Illinois,Republican,3
Hannaford,Mark,H000166,California,Democratic,34
Hanna,Richard,H000164,California,Democratic,34
Hanley,James,H000158,New York,Democratic,32
Hancock,Mel,H000151,Missouri,Republican,7
Hance,Kent,H000144,Texas,Democratic,19
Hammerschmidt,John,H000124,Arkansas,Republican,3
Hamburg,Dan,H000096,California,Democratic,1
Hall,Tony,H000074,Ohio,Democratic,3
Hall,Tim,H000073,Illinois,Democratic,15
Hall,Sam,H000070,Texas,Democratic,1
Hall,Ralph,H000067,Texas,Republican,4
Hall,Katie,H000058,Indiana,Democratic,1
Haley,James,H000041,Florida,Democratic,8
Hagedorn,Thomas,H000012,Minnesota,Republican,2
Guyer,Tennyson,G000537,Ohio,Republican,4
Gutknecht,Gil,G000536,Minnesota,Republican,1
Gutierrez,Luis,G000535,Illinois,Democratic,4
Gunderson,Steve,G000524,Wisconsin,Republican,3
Gudger,V.,G000515,North Carolina,Democratic,11
Gude,Gilbert,G000513,Maryland,Republican,8
Gubser,Charles,G000512,California,Republican,10
Guarini,Frank,G000511,New Jersey,Democratic,14
Grover,James,G000504,New York,Republican,2
Grotberg,John,G000499,Illinois,Republican,14
Gross,H.,G000495,Iowa,Republican,3
Grisham,Wayne,G000480,California,Republican,33
Griffiths,Martha,G000471,Michigan,Democratic,17
Gregg,Judd,G000445,New Hampshire,Republican,
Greenwood,James,G000439,Pennsylvania,Republican,8
Green,William,G000420,Pennsylvania,Democratic,3
Green,S.,G000417,New York,Republican,15
Green,Gene,G000410,Texas,Democratic,29
Green,Edith,G000407,Oregon,Democratic,3
Gray,William,G000402,Pennsylvania,Democratic,2
Gray,Kenneth,G000400,Illinois,Democratic,22
Grasso,Ella,G000387,Connecticut,Democratic,6
Grant,Bill,G000382,Florida,Republican,2
Grandy,Fred,G000371,Iowa,Republican,5
Grams,Rod,G000367,Minnesota,Republican,
Gramm,Phil,G000365,Texas,Republican,
Gradison,Willis,G000349,Ohio,Republican,2
Goss,Porter,G000336,Florida,Republican,14
Gore,"Albert,",G000321,Tennessee,Democratic,
Gordon,Bart,G000309,Tennessee,Democratic,6
Goodling,William,G000291,Pennsylvania,Republican,19
Goodlatte,Bob,G000289,Virginia,Republican,6
Gonzalez,Henry,G000272,Texas,Democratic,20
Goldwater,"Barry,",G000268,California,Republican,20
Glickman,Dan,G000240,Kansas,Democratic,4
Ginn,Bo,G000226,Georgia,Democratic,1
Gingrich,Newt,G000225,Georgia,Republican,6
Gilman,Benjamin,G000212,New York,Republican,20
Gillmor,Paul,G000210,Ohio,Republican,5
Gilchrest,Wayne,G000180,Maryland,Republican,1
Gibbons,Sam,G000153,Florida,Democratic,11
Giaimo,Robert,G000151,Connecticut,Democratic,3
Gettys,Tom,G000144,South Carolina,Democratic,5
Geren,Pete,G000134,Texas,Democratic,12
Gephardt,Richard,G000132,Missouri,Democratic,3
Gekas,George,G000121,Pennsylvania,Republican,17
Gejdenson,Sam,G000120,Connecticut,Democratic,2
Gaydos,Joseph,G000105,Pennsylvania,Democratic,20
Garcia,Robert,G000047,New York,Democratic,18
Ganske,Greg,G000041,Iowa,Republican,4
Gammage,Robert,G000036,Texas,Democratic,22
Gallo,Dean,G000025,New Jersey,Republican,11
Gallegly,Elton,G000021,California,Republican,24
Fuster,Jamie,F000435,Puerto Rico,Democratic,
Furse,Elizabeth,F000434,Oregon,Democratic,1
Fuqua,Don,F000430,Florida,Democratic,2
Funderburk,David,F000426,North Carolina,Republican,2
Fulton,Richard,F000424,Tennessee,Democratic,5
Frost,Martin,F000392,Texas,Democratic,24
Froehlich,Harold,F000388,Wisconsin,Republican,8
Frisa,Dan,F000387,New York,Republican,4
Frey,"Lou,",F000381,Florida,Republican,9
Frenzel,Bill,F000380,Minnesota,Republican,3
Frelinghuysen,Rodney,F000372,New Jersey,Republican,11
Frelinghuysen,Peter,F000371,New Jersey,Republican,5
Frazer,Victor,F000351,Virgin Islands,Independent,
Fraser,Donald,F000350,Minnesota,Democratic,5
Franks,Gary,F000348,Connecticut,Republican,5
Franks,Bob,F000349,New Jersey,Republican,7
Franklin,William,F000347,Mississippi,Republican,2
Frank,Barney,F000339,Massachusetts,Democratic,4
Fox,Jon,F000332,Pennsylvania,Republican,13
Fowler,"Wyche,",F000329,Georgia,Democratic,
Fowler,Tillie,F000328,Florida,Republican,4
Fountain,L.,F000319,North Carolina,Democratic,2
Forsythe,Edwin,F000286,New Jersey,Republican,13
Ford,William,F000270,Michigan,Democratic,13
Ford,Harold,F000261,Tennessee,Democratic,9
Ford,Gerald,F000260,Michigan,Republican,5
Forbes,Michael,F000257,New York,Democratic,1
Foley,Thomas,F000239,Washington,Democratic,5
Foley,Mark,F000238,Florida,Republican,16
Foglietta,Thomas,F000235,Pennsylvania,Democratic,1
Flynt,John,F000229,Georgia,Democratic,6
Flowers,Walter,F000218,Alabama,Democratic,7
Florio,James,F000215,New Jersey,Democratic,1
Flood,Daniel,F000209,Pennsylvania,Democratic,11
Flippo,Ronnie,F000208,Alabama,Democratic,5
